0;70;49;91;77;58;91;83;78;48;68;33;1;77;3;87;94;63;73;13;27;50;80;16;73;77;36;64;6;74;80;49;30;86;13;70;32;12;67;39;54;79;90;17;98;38;64;68;52;82;40;44;41;92;4;92;3;10;65;89;92;29;73;96;5;18;53;43;30;65;70;39;26;49;21;100;25;33;48;9;56;87;73;2;98;29;69;70;55;2;43;95;61;63;53;10;2;6;48;77;72;9;29;98;47;99;39;46;86;54;81;26;60;19;50;52;2;52;3;63;82;94;46;48;14;68;47;7;75;92;76;36;63;32;71;31;69;68;22;22;83;90;92;33;16;18;49;62;55;50;35;89;38;26;53;13;55;33;82;3;77;16;16;87;4;27;25;54;46;98;49;93;19;33;9;46;77;26;48;95;61;14;93;63;75;40;43;56;88;50;88;14;61;18;44;94;1;84;18;83;31;30;97;25;98;72;61;82;98;83;26;18;23;36;4;1;46;74;93;43;14;9;93;54;81;39;41;24;55;93;80;33;77;3;44;83;23;99;75;56;30;29;61;96;45;5;98;18;5;71;82;39;38;2;24;40;89;20;83;42;69;45;37;20;37;58;69;33;97;4;80;83;27;5;30;95;28;12;1;29;5;70;88;10;63;17;9;86;38;2;49;13;47;30;19;59;65;37;50;41;23;78;3;78;42;52;12;80;77;49;43;51;98;13;89;21;91;47;77;10;82;24;16;4;93;40;53;67;13;79;64;72;4;11;73;59;28;11;85;18;94;4;51;98;39;40;62;39;26;81;57;26;74;29;64;80;8;65;67;59;34;26;91;92;44;94;18;39;39;21;27;74;83;71;54;88;80;92;87;28;71;11;75;50;67;55;70;7;96;95;90;50;82;17;8;66;45;18;66;36;27;24;16;13;47;38;79;34;74;8;40;54;29;27;60;98;14;45;12;50;61;22;49;56;10;95;93;61;10;73;46;64;46;60;30;1;89;96;55;54;74;31;1;83;3;19;40;85;68;37;68;74;5;35;74;93;71;98;25;41;44;50;84;39;48;70;48;3;11;36;9;62;34;100;48;81;96;78;44;27;82;75;17;46;32;25;91;76;18;68;81;73;48;40;10;76;88;94;48;86
70;0;18;49;71;74;6;56;58;13;12;96;99;39;10;97;37;32;44;83;29;21;4;46;40;22;26;32;52;93;17;74;7;15;12;26;68;6;44;41;10;45;53;61;34;38;4;44;5;96;45;1;16;43;83;71;79;53;81;19;37;3;89;49;4;56;96;56;28;73;1;93;82;42;23;66;77;38;18;57;100;4;38;67;81;59;7;86;78;33;16;90;94;22;58;61;17;73;73;31;79;91;30;54;52;71;24;1;55;56;4;77;100;22;26;73;51;84;29;29;13;27;35;36;51;67;76;49;24;34;48;41;50;76;85;66;98;96;61;56;98;7;17;45;84;16;13;10;54;33;3;43;64;100;40;47;36;53;96;56;3;3;22;77;68;43;17;67;98;84;35;22;32;7;8;100;28;52;100;67;20;22;82;67;8;18;34;15;77;95;72;20;32;46;99;29;62;8;81;99;30;99;51;89;87;70;32;84;12;94;92;37;74;67;19;43;23;47;22;30;3;9;57;83;90;28;82;89;60;87;29;3;73;8;10;49;91;14;41;37;14;8;92;9;47;83;67;10;88;52;5;82;41;11;3;86;55;16;74;46;90;94;15;19;4;76;18;91;70;53;88;99;11;61;2;74;66;86;79;10;81;100;87;63;19;17;65;69;4;75;78;91;80;47;92;87;3;69;75;7;55;4;27;13;82;17;26;22;59;91;9;82;79;55;71;62;67;41;94;73;16;70;97;16;58;59;12;49;46;53;87;87;72;81;11;17;4;43;67;45;54;15;9;69;62;83;61;70;11;100;45;38;69;68;35;9;52;48;30;45;12;92;55;22;50;100;92;53;57;4;28;33;80;73;32;9;6;51;58;79;79;9;70;5;41;33;95;63;91;29;97;16;79;54;83;2;16;78;24;61;18;65;12;76;64;80;32;45;90;22;67;78;1;84;23;14;10;32;79;68;3;16;68;2;25;2;74;18;100;29;61;82;65;93;23;65;35;52;62;16;93;64;91;59;5;40;56;7;55;30;92;14;15;27;96;44;29;4;31;61;30;70;54;57;77;52;62;91;21;5;75;64;92;42;33;11;17;94;23;23;53;92;35;93;56;76;32;82;68;24;58;21;32;15;58;25;31;9;35;44
49;18;0;49;54;24;28;66;21;95;26;67;60;77;5;82;85;12;94;54;79;32;57;21;28;57;88;36;81;25;29;5;29;43;15;49;15;62;50;92;67;81;94;82;55;71;91;22;74;27;8;37;52;47;11;65;83;31;55;70;83;8;8;79;78;90;95;47;4;43;70;50;46;94;6;91;93;57;23;49;24;82;26;33;10;31;82;80;52;84;10;62;37;62;3;29;21;78;75;73;35;19;28;16;23;38;52;22;92;90;41;42;1;80;39;71;69;37;13;42;3;19;45;39;59;38;55;34;24;12;44;54;26;43;66;69;64;15;24;3;65;23;86;79;72;25;37;78;45;18;43;31;100;38;50;30;63;90;4;73;53;94;93;19;91;69;24;87;34;28;11;62;29;8;99;38;100;20;11;82;53;28;14;23;10;46;16;64;66;71;90;22;73;28;14;96;46;50;42;49;99;81;4;27;100;98;20;98;53;68;51;13;9;18;65;98;98;45;34;67;83;34;56;61;50;15;96;12;7;39;62;32;26;76;94;26;93;47;90;36;95;71;48;97;29;44;38;34;29;38;94;69;30;32;41;68;49;61;31;96;89;89;23;14;78;18;72;88;23;8;50;30;93;34;93;63;27;56;73;8;70;28;87;98;23;19;85;20;36;66;9;76;8;53;67;74;23;8;27;40;7;34;39;60;12;59;77;39;21;10;11;98;85;19;4;81;77;48;30;96;77;36;20;81;80;84;34;90;25;50;52;11;60;78;99;2;17;49;89;54;25;58;92;84;41;14;34;47;8;71;16;74;38;73;56;37;20;36;64;40;51;48;36;29;97;94;71;35;74;8;20;35;54;52;57;43;2;15;69;24;31;41;83;32;83;79;6;74;43;62;99;2;66;4;70;22;35;33;95;37;49;38;62;10;26;47;47;52;36;27;100;39;62;13;73;48;80;59;62;20;66;14;79;54;35;21;45;18;89;50;11;86;8;43;5;8;54;94;2;91;7;51;16;22;17;39;26;100;92;15;14;2;4;46;45;74;24;3;51;45;73;98;60;61;15;26;39;56;56;49;63;38;81;91;9;100;11;72;82;66;86;51;53;49;73;10;36;41;99;53;78;31;6;29;83;39;37;90;55;84
91;49;49;0;46;62;70;69;23;51;69;2;60;65;82;25;28;69;70;89;88;61;95;32;25;73;19;5;100;97;21;98;40;38;44;18;40;89;65;65;100;33;88;55;79;71;67;55;83;73;54;49;65;51;61;26;68;68;62;94;73;56;14;18;88;73;97;87;54;81;87;2;76;41;54;87;85;44;78;34;16;65;97;59;20;34;74;1;94;39;100;27;41;57;3;75;49;99;3;20;3;92;78;59;18;77;60;28;92;37;55;39;94;50;89;47;68;62;77;35;68;91;21;31;17;54;27;48;86;18;53;44;4;75;78;14;91;45;95;4;17;3;38;49;82;29;21;39;25;88;9;5;57;26;18;36;19;1;29;15;66;34;39;87;70;83;27;45;61;48;51;44;75;94;69;43;45;7;83;66;6;66;11;91;24;47;80;69;62;51;49;55;54;49;51;78;20;69;67;30;93;88;17;76;82;65;87;98;50;86;67;53;27;49;23;70;37;59;99;58;61;55;27;44;17;68;79;45;67;87;37;48;53;70;86;29;52;67;34;92;62;69;62;31;4;90;87;21;61;62;64;31;32;69;3;62;19;92;14;15;27;89;79;76;6;97;46;30;3;55;51;3;46;60;60;26;52;42;43;21;61;62;67;16;91;44;19;87;26;25;47;18;17;29;33;92;19;70;89;7;49;81;77;11;68;62;50;68;87;58;31;49;3;60;99;42;54;35;15;96;4;71;68;80;51;60;40;76;57;95;6;89;7;99;53;92;94;77;24;84;24;91;92;82;52;61;49;37;35;93;32;69;19;32;68;31;46;34;40;4;85;72;87;4;91;62;21;24;89;10;73;1;80;95;66;100;75;67;8;29;51;73;11;82;36;11;38;98;17;5;75;55;69;7;23;79;18;22;20;87;19;62;86;50;70;22;95;79;37;81;67;45;17;27;91;14;21;12;68;10;79;27;84;7;75;1;3;44;2;33;91;58;50;38;55;57;9;26;19;99;3;6;17;15;49;9;14;43;40;38;48;94;49;52;8;39;68;59;20;25;60;48;76;16;47;40;70;50;13;60;79;37;39;47;49;66;63;71;20;48;57;92;70;79;41;33;88;28;14;82;64;52;8;20;13;37;76;71;22;58
77;71;54;46;0;98;77;15;71;12;4;52;26;73;67;50;6;39;77;24;92;72;24;64;52;79;75;24;53;60;3;45;2;3;35;1;9;79;30;67;80;85;83;18;23;97;49;44;96;51;95;1;63;58;77;78;90;27;41;93;54;33;49;12;86;92;34;98;32;72;72;77;42;26;86;37;87;48;72;43;95;59;51;91;19;12;46;70;20;26;81;60;86;43;12;55;70;11;72;4;53;93;56;85;34;99;15;99;43;44;88;89;82;29;48;85;88;53;84;80;19;40;1;16;75;4;44;13;30;23;52;9;2;57;36;32;35;71;75;96;22;99;50;20;36;26;87;74;98;94;44;48;67;36;2;52;50;32;99;28;46;96;78;4;5;79;64;58;23;6;69;18;50;29;11;79;33;16;74;48;78;52;79;17;40;78;88;58;39;43;30;40;94;94;51;79;93;76;94;4;77;71;98;56;57;51;25;5;52;64;10;97;55;42;42;26;18;32;62;25;70;53;90;90;54;84;76;26;92;64;79;11;74;31;67;100;69;78;44;39;72;36;99;13;58;80;87;15;78;64;27;43;71;78;32;19;3;30;55;34;31;56;72;19;92;52;79;41;16;28;22;22;70;98;44;86;15;82;66;27;99;40;87;4;71;32;9;67;20;99;92;94;38;71;26;68;9;99;37;69;26;16;12;95;25;15;48;7;54;62;33;100;58;25;44;98;97;32;75;75;82;56;89;98;41;22;94;1;5;38;44;76;26;57;67;98;14;53;14;66;2;38;40;76;34;85;1;15;78;93;82;83;68;67;50;35;68;25;29;56;56;35;3;51;45;67;40;71;17;78;46;54;90;24;42;95;5;85;62;46;42;30;84;32;56;97;78;96;47;97;85;75;41;55;17;86;10;61;84;56;10;55;46;61;43;35;90;99;49;91;30;82;16;60;34;63;24;12;76;73;7;53;14;98;38;64;89;71;50;56;52;93;72;50;18;79;91;89;39;27;43;69;7;14;29;99;84;16;50;77;47;54;75;8;70;66;25;28;23;96;94;66;98;23;82;28;64;98;61;100;40;20;67;85;98;31;10;60;89;32;13;59;95;32;79;78;6;20;81;11;21;53;68;8;75;85;16;55;89;8
58;74;24;62;98;0;83;83;49;19;99;3;5;25;86;62;1;51;90;23;22;97;49;79;75;99;82;81;87;32;2;97;35;22;55;97;94;100;83;55;16;65;16;90;31;86;85;18;73;15;59;34;31;39;12;26;30;46;9;2;24;23;24;49;32;73;74;19;84;64;89;31;96;98;96;11;79;4;35;44;58;63;99;58;26;49;95;35;24;100;38;40;35;17;61;79;19;79;54;87;60;92;32;27;42;59;19;32;53;72;65;57;10;37;87;61;10;18;28;22;10;3;48;60;23;5;41;3;50;81;71;66;27;74;37;59;7;88;61;19;56;78;3;71;82;77;3;9;86;35;38;2;42;94;17;29;91;78;93;37;76;19;4;23;88;1;33;41;44;26;1;36;90;14;77;3;26;24;23;66;57;93;53;90;72;14;23;12;42;25;46;96;52;34;32;22;45;62;49;90;6;13;17;51;60;71;15;68;97;18;27;99;26;81;2;3;54;4;44;74;80;38;26;96;30;67;31;30;2;50;13;21;46;91;87;27;67;38;45;82;46;100;92;74;97;91;12;57;41;5;58;81;8;8;63;52;64;58;81;12;62;54;52;50;18;100;90;32;15;7;95;59;27;10;96;55;72;12;12;66;85;57;44;99;28;24;83;80;6;48;59;34;27;64;96;93;74;80;3;30;8;69;94;17;94;89;18;8;54;35;31;46;41;1;79;94;44;78;17;96;11;77;44;61;2;73;71;64;68;73;5;87;48;13;69;70;99;79;35;100;47;52;95;13;61;77;42;30;59;60;91;16;30;87;14;59;89;70;6;81;52;18;74;69;39;30;48;35;96;19;26;95;54;52;33;82;98;26;10;74;76;60;33;54;17;17;46;93;91;46;29;58;81;56;87;42;83;12;61;26;37;49;70;60;77;26;74;70;6;89;63;92;98;71;72;27;26;8;19;30;12;91;69;10;6;29;23;70;84;48;34;60;77;12;43;60;21;65;44;92;37;6;78;48;28;81;36;50;9;2;12;34;55;97;53;55;82;76;61;21;45;30;96;51;67;46;24;60;88;60;74;63;45;19;32;9;70;82;54;39;19;38;1;72;22;53;10;6;60;39;77;58;69;47;75;17;61;94;91;27
91;6;28;70;77;83;0;81;1;90;99;83;66;5;40;27;64;52;10;10;57;66;9;17;51;68;81;95;57;51;49;59;92;100;71;12;95;23;26;4;78;21;16;4;91;75;6;1;18;60;78;35;1;84;10;43;81;54;94;40;72;61;58;18;53;98;31;73;91;97;22;59;83;95;29;61;31;19;75;96;34;5;58;47;8;34;42;3;33;97;61;47;24;84;52;50;22;97;11;98;21;92;81;50;6;40;54;6;30;16;10;15;4;16;67;98;21;94;70;1;99;26;98;70;54;99;95;57;90;26;27;40;26;86;69;80;37;84;7;95;26;43;77;61;17;20;19;43;79;41;59;38;69;67;21;62;2;83;53;43;47;13;95;51;48;57;51;51;68;55;3;78;61;80;44;38;65;46;31;34;24;54;76;20;34;50;44;76;9;16;93;10;83;86;30;85;26;82;93;68;89;81;58;11;76;3;73;47;38;23;19;24;96;12;85;47;83;2;84;65;16;75;80;63;90;72;49;95;2;41;61;33;90;92;87;45;10;92;33;93;27;77;97;66;36;91;53;25;8;52;56;82;63;38;79;3;58;1;66;33;15;11;20;49;62;13;6;33;5;23;87;79;21;37;82;15;83;71;45;55;100;28;76;81;91;83;55;35;77;100;97;54;7;70;36;19;96;75;31;30;1;77;3;8;13;32;89;22;80;30;26;42;49;58;60;14;40;89;76;61;39;98;59;11;18;97;74;48;82;4;77;88;39;30;45;82;92;89;33;40;66;45;63;87;45;69;22;34;52;33;5;84;34;21;65;55;89;70;100;36;12;30;60;60;59;60;78;5;50;36;31;24;82;94;20;95;80;91;80;96;66;94;10;8;52;100;33;41;61;66;81;89;75;80;96;99;3;46;70;80;76;3;98;26;69;57;65;68;44;50;48;51;24;50;54;35;84;61;78;22;73;64;80;8;62;81;100;59;10;66;84;10;61;16;50;99;67;10;61;10;27;76;41;53;66;79;5;69;20;33;15;51;67;42;65;98;64;64;87;92;21;99;88;99;97;4;1;97;17;32;75;23;21;97;77;56;32;59;28;13;52;44;60;80;83;78;100;60;72;55;75;52;78;21;46;49;73;95;69;71
83;56;66;69;15;83;81;0;60;2;73;11;15;40;70;11;64;69;88;70;70;22;29;64;63;51;51;99;75;82;77;91;20;12;24;64;81;17;68;77;36;97;19;76;1;34;35;73;1;85;51;44;65;96;37;55;46;38;85;18;66;74;10;64;88;49;88;47;10;99;14;66;85;95;81;23;69;7;89;95;85;87;82;36;27;92;100;6;73;17;65;19;33;59;89;23;23;10;4;100;52;68;23;92;50;75;22;54;9;86;47;29;56;53;48;51;46;41;34;70;84;67;59;5;69;66;30;21;65;75;36;27;97;52;10;8;69;15;10;72;13;1;25;29;55;60;13;91;15;69;54;1;22;66;32;81;64;21;49;11;56;20;51;31;36;81;91;67;84;92;9;81;70;79;39;48;22;88;44;60;22;4;75;51;25;92;49;48;7;53;60;47;35;24;14;16;59;81;82;22;36;86;85;83;73;48;3;39;99;13;6;61;59;76;14;75;35;22;76;10;91;91;81;81;44;65;92;84;57;81;98;27;64;73;4;81;10;37;34;55;25;14;65;97;16;11;86;24;92;36;78;71;5;63;26;67;22;21;48;38;21;9;55;34;10;33;32;79;73;73;47;49;41;70;86;70;84;39;7;52;37;11;22;32;40;96;12;57;11;70;50;82;41;93;68;97;15;43;33;80;53;85;58;74;88;57;35;85;54;87;91;13;11;26;73;99;87;19;52;6;51;91;63;18;8;61;53;68;18;81;74;88;40;1;83;84;6;56;78;44;16;83;56;58;53;57;96;72;36;60;65;66;83;61;52;51;13;42;27;2;60;26;21;4;24;49;37;32;37;43;80;51;61;55;16;42;6;85;57;57;78;46;64;89;48;60;83;82;46;64;3;50;83;56;38;32;97;57;35;70;21;96;6;8;79;33;88;18;9;86;22;55;4;7;65;31;85;63;21;16;97;54;98;66;26;48;92;76;49;53;94;52;97;95;24;18;62;43;86;38;3;40;56;70;4;71;85;42;37;51;33;54;58;41;28;4;31;82;48;38;70;65;29;32;8;17;97;86;99;14;27;56;29;23;26;5;69;64;39;77;42;1;84;1;19;53;9;16;38;34;72;22;51;22;55;61;94;39;92;13
78;58;21;23;71;49;1;60;0;81;73;26;25;27;14;96;64;90;16;42;89;43;91;40;59;71;17;55;55;87;84;30;31;83;51;89;94;95;41;74;3;99;50;98;98;38;92;32;48;56;55;10;31;79;99;65;32;4;64;82;75;20;9;86;67;57;81;46;83;51;100;9;60;44;73;60;28;2;34;100;62;59;9;59;56;91;4;26;23;8;19;7;28;77;88;7;35;63;40;41;81;4;95;63;85;7;68;26;69;61;18;65;9;90;5;4;16;20;83;89;35;76;12;44;69;97;98;58;36;91;56;90;42;95;3;1;83;77;65;13;73;54;23;94;91;39;73;62;66;7;15;19;70;96;70;10;49;24;17;6;75;32;57;9;19;63;3;88;57;45;92;36;93;23;27;51;12;96;39;46;58;92;77;81;33;60;22;20;23;95;25;15;54;78;72;13;65;49;73;92;9;3;76;11;83;8;8;3;75;53;33;74;46;15;49;41;25;59;96;89;43;53;98;51;77;18;27;19;33;95;91;76;43;40;47;54;96;49;44;15;83;99;82;61;82;18;8;66;51;83;20;33;62;39;16;79;46;44;52;41;76;40;35;7;62;48;31;79;84;88;12;52;40;26;15;22;20;40;31;20;14;22;22;69;33;91;56;67;65;45;75;95;47;25;83;50;69;16;57;3;2;65;93;81;47;24;60;73;13;24;98;69;16;68;30;10;10;52;96;78;37;12;23;97;99;91;13;72;67;37;54;42;2;20;62;66;9;84;44;30;13;8;87;79;61;10;72;74;46;62;14;79;65;37;25;63;86;79;4;36;59;99;49;10;37;95;99;74;29;96;96;8;75;34;75;15;51;40;77;76;94;61;89;35;51;9;9;7;61;29;34;11;49;94;71;24;61;29;82;70;9;51;44;24;51;43;40;43;91;48;72;31;7;91;99;12;1;20;4;47;76;81;80;59;39;13;47;99;26;64;88;20;53;40;16;91;94;75;62;29;82;25;86;55;37;91;22;76;15;59;36;97;85;77;21;49;33;46;6;51;86;39;96;89;63;53;41;27;57;70;17;39;29;61;47;63;39;2;35;92;98;18;35;73;41;57;35;44;34;83;75;95;93;97;85;43;44;80;46;47
48;13;95;51;12;19;90;2;81;0;94;70;84;37;34;48;82;72;66;66;18;26;53;88;28;90;98;62;100;11;44;16;84;47;1;76;31;48;98;14;59;66;58;14;42;89;1;75;21;97;70;22;47;43;82;58;44;65;7;32;95;16;68;35;60;23;64;19;14;69;29;43;10;100;2;45;68;62;32;33;91;53;4;11;3;9;89;19;10;12;23;8;96;23;7;30;31;38;34;65;11;71;39;59;24;65;78;1;40;21;31;13;20;56;22;74;61;90;77;63;56;48;99;30;84;99;66;93;25;8;63;55;100;22;31;53;32;76;41;24;37;30;1;6;37;22;77;51;1;51;50;79;8;89;87;39;34;10;47;13;71;49;7;30;61;85;9;14;61;50;43;55;36;57;44;2;69;66;22;84;1;58;9;58;95;49;41;77;27;20;54;82;97;75;16;31;70;27;76;35;39;100;37;34;16;67;65;91;45;4;10;13;39;76;59;92;46;44;13;82;39;95;90;90;30;4;46;97;5;14;34;4;94;44;76;1;56;25;66;65;93;52;94;77;92;72;2;70;88;90;58;97;50;2;57;28;99;50;48;70;46;10;88;13;55;97;15;98;32;97;50;14;40;25;28;19;40;11;42;83;49;3;28;61;36;5;59;86;32;29;76;91;70;82;40;53;49;74;4;65;23;48;21;29;16;39;64;78;60;58;82;22;58;99;76;15;77;71;99;55;57;56;83;99;55;96;93;14;5;91;99;42;8;44;81;100;48;9;55;96;30;79;24;78;43;92;55;1;50;64;80;26;3;48;23;36;80;16;51;87;50;64;51;71;64;51;34;18;64;51;55;12;28;40;73;40;31;98;19;58;33;51;6;88;97;20;47;42;22;8;16;62;14;9;15;91;69;35;83;73;93;82;18;68;33;6;30;100;52;34;21;27;6;98;78;34;67;88;10;58;60;39;92;30;23;40;43;44;2;60;31;57;62;15;95;4;23;43;100;49;32;15;13;48;44;69;2;53;42;66;65;24;71;74;81;81;7;73;88;70;41;94;80;59;99;67;40;61;76;16;85;76;1;56;49;64;28;30;79;36;50;71;64;82;35;78;88;7;93;25;3;9;64;100;35;71;34;55;6;79
